address,type,zip_code,city,price,living_area,plot_size,rooms,href
de Boomklever 2,woonhuis,5993 GG,Maasbree,549500,239 ,507 ,11,/en/koop/maasbree/huis-42979054-de-boomklever-2/
Wijenburgsestraat 11,woonhuis,4054 JE,Echteld,1250000,361 ,2285 ,8,/en/koop/echteld/huis-42979189-wijenburgsestraat-11/
Berkelsekade 51,woonhuis,2652 CT,Berkel en Rodenrijs,400000,119 ,119 ,4,/en/koop/berkel-en-rodenrijs/huis-88333616-berkelsekade-51/
Huskensweg 73,woonhuis,6412 SC,Heerlen,274000,106 ,396 ,4,/en/koop/heerlen/huis-88333790-huskensweg-73/
Woningen Nijverheidsweg Domburg (Bouwnr. 14),woonhuis,4357 BX,Domburg,590000,122 ,232 ,5,/en/koop/domburg/huis-42977076-woningen-nijverheidsweg-domburg-bouwnr-14/
Lange Raai 23,woonhuis,9502 AC,Stadskanaal,189500,102 ,168 ,6,/en/koop/stadskanaal/huis-42979114-lange-raai-23/
Vrijstaande woning (Bouwnr. 1),woonhuis,8831 XD,Winsum (FR),489950,137 ,,4,/en/koop/winsum-fr/huis-42979123-vrijstaande-woning-bouwnr-1/
Geschakelde vrijstaande woning (Bouwnr. 4),woonhuis,8831 XD,Winsum (FR),399000,137 ,,4,/en/koop/winsum-fr/huis-42979112-geschakelde-vrijstaande-woning-bouwnr-4/
Bosstraat 10,woonhuis,6109 RA,Oh¨¦ en Laak,0,212 ,891 ,5,/en/koop/ohe-en-laak/huis-88333835-bosstraat-10/
Eemslandweg 133,woonhuis,7894 AH,Zwartemeer,499000,158 ,2393 ,5,/en/koop/zwartemeer/huis-42979147-eemslandweg-133/
Havenpark 4,woonhuis,4301 CD,Zierikzee,0,846 ,682 ,14,/en/koop/zierikzee/huis-88333791-havenpark-4/
Eikstraat 170,woonhuis,6413 RZ,Heerlen,219000,96 ,239 ,5,/en/koop/heerlen/huis-88333879-eikstraat-170/
Oosterhesselenstraat 596,woonhuis,2545 SL,Den Haag,435000,134 ,59 ,4,/en/koop/den-haag/huis-88333872-oosterhesselenstraat-596/
Loodswoningen type B1 (Bouwnr. 7),woonhuis,5255 AD,Herpt,475000,147 ,,5,/en/koop/herpt/huis-42979248-loodswoningen-type-b1-bouwnr-7/
Klaprooslaan 122,woonhuis,4537 CT,Terneuzen,315000,108 ,228 ,5,/en/koop/terneuzen/huis-88333890-klaprooslaan-122/
Heuvelenweg 10,woonhuis,7991 CK,Dwingeloo,545000,127 ,1247 ,7,/en/koop/dwingeloo/huis-42979374-heuvelenweg-10/
Moorveldsberg 89,woonhuis,6243 AX,Geulle,699000,269 ,7110 ,6,/en/koop/geulle/huis-88333902-moorveldsberg-89/
Burgemeester van Poppelstraat 96,woonhuis,5126 VE,Gilze,325000,85 ,211 ,4,/en/koop/gilze/huis-42976042-burgemeester-van-poppelstraat-96/
Solwerderstraat 112,woonhuis,9901 BH,Appingedam,230000,112 ,72 ,2,/en/koop/appingedam/huis-42978944-solwerderstraat-112/
Noorderhoofdstraat 37,woonhuis,1561 AS,Krommenie,445000,112 ,174 ,4,/en/koop/krommenie/huis-88333503-noorderhoofdstraat-37/
Albert Schweitzerlaan 99,woonhuis,3223 WE,Hellevoetsluis,475000,141 ,215 ,7,/en/koop/hellevoetsluis/huis-88333932-albert-schweitzerlaan-99/
Dorpstraat 38,woonhuis,6227 BN,Maastricht,575000,160 ,920 ,9,/en/koop/maastricht/huis-88333981-dorpstraat-38/
Graafschap Hornestraat 53,woonhuis,6085 BT,Horn,265000,81 ,265 ,5,/en/koop/horn/huis-42979214-graafschap-hornestraat-53/
Koekoekstraat 7 en 9,woonhuis,3514 CS,Utrecht,950000,240 ,143 ,8,/en/koop/utrecht/huis-42979771-koekoekstraat-7-en-9/
Rhijnvis Feithstraat 32,woonhuis,2806 RH,Gouda,265000,75 ,90 ,4,/en/koop/gouda/huis-42978133-rhijnvis-feithstraat-32/
Mortierestraat 11,woonhuis,4335 CX,Middelburg,259000,127 ,145 ,6,/en/koop/middelburg/huis-42978562-mortierestraat-11/
Salvador Daliplantsoen 71,woonhuis,1328 NB,Almere,395000,110 ,137 ,5,/en/koop/almere/huis-42979163-salvador-daliplantsoen-71/
Alberdingk Thijmstraat 9,woonhuis,2032 XH,Haarlem,385000,86 ,75 ,3,/en/koop/haarlem/huis-42978112-alberdingk-thijmstraat-9/
Robbenkoog 21 b,woonhuis,1822 BA,Alkmaar,750000,368 ,590 ,10,/en/koop/alkmaar/huis-88333918-robbenkoog-21-b/
van den Abeelestraat 2,woonhuis,4307 BN,Oosterland,359000,100 ,455 ,3,/en/koop/oosterland/huis-88334183-van-den-abeelestraat-2/
O.L.Vrouwestraat 23,woonhuis,6461 BM,Kerkrade,149000,163 ,214 ,10,/en/koop/kerkrade/huis-88334289-olvrouwestraat-23/
De Coevering 14,woonhuis,5466 PR,Veghel,850000,175 ,885 ,4,/en/koop/veghel/huis-42970625-de-coevering-14/
Park Oosterspaarn 9,woonhuis,2036 MA,Haarlem,845000,188 ,257 ,5,/en/koop/haarlem/huis-42970700-park-oosterspaarn-9/
Stadhouderslaan 3 B,woonhuis,3116 HK,Schiedam,589500,149 ,188 ,5,/en/koop/schiedam/huis-42970493-stadhouderslaan-3-b/
Burg. Vogelslaan 28,woonhuis,5062 KR,Oisterwijk,675000,121 ,465 ,4,/en/koop/oisterwijk/huis-42970482-burg-vogelslaan-28/
Hogedijk 138,woonhuis,2861 GE,Bergambacht,695000,223 ,235 ,7,/en/koop/bergambacht/huis-42969673-hogedijk-138/
Parallelweg 21,woonhuis,6574 AN,Ubbergen,600000,143 ,700 ,5,/en/koop/ubbergen/huis-42970823-parallelweg-21/
Meistraat 47,woonhuis,1335 BW,Almere,385000,128 ,158 ,3,/en/koop/almere/huis-42970966-meistraat-47/
Graaf Willem de Oudelaan 3,woonhuis,1412 AM,Naarden,945000,147 ,407 ,6,/en/koop/naarden/huis-42970734-graaf-willem-de-oudelaan-3/
Noord Achterweg 13,woonhuis,3257 AN,Ooltgensplaat,215000,114 ,87 ,3,/en/koop/ooltgensplaat/huis-42970529-noord-achterweg-13/
Livornostraat 49,woonhuis,5632 TN,Eindhoven,325000,142 ,159 ,5,/en/koop/eindhoven/huis-42970537-livornostraat-49/
Cortenbachstraat 16,woonhuis,5421 KJ,Gemert,445000,102 ,267 ,6,/en/koop/gemert/huis-88334266-cortenbachstraat-16/
Klaproosstraat 30,woonhuis,2751 CL,Moerkapelle,725000,131 ,324 ,5,/en/koop/moerkapelle/huis-42970975-klaproosstraat-30/
Fruitlaan 57,woonhuis,2292 BA,Wateringen,599000,141 ,230 ,5,/en/koop/wateringen/huis-42845286-fruitlaan-57/
Duiventorenstraat 62,woonhuis,2671 AP,Naaldwijk,350000,109 ,112 ,4,/en/koop/naaldwijk/huis-42970789-duiventorenstraat-62/
Utrechtseweg 129,woonhuis,6812 AA,Arnhem,6000000,852 ,2930 ,12,/en/koop/arnhem/huis-88334867-utrechtseweg-129/
Panhuislaan 2,woonhuis,1969 NK,Heemskerk,1050000,236 ,535 ,9,/en/koop/heemskerk/huis-42970249-panhuislaan-2/
Kleine Houtweg 17,woonhuis,1969 KS,Heemskerk,1000000,236 ,524 ,9,/en/koop/heemskerk/huis-42970231-kleine-houtweg-17/
Burgemeester Lewestraat 15,woonhuis,4456 AG,Lewedorp,399000,120 ,758 ,4,/en/koop/lewedorp/huis-42970251-burgemeester-lewestraat-15/
Emmastraat 23,woonhuis,6651 XV,Druten,439000,106 ,307 ,4,/en/koop/druten/huis-42970314-emmastraat-23/
Valderenstraat 77,woonhuis,6163 GC,Geleen,525000,245 ,751 ,12,/en/koop/geleen/huis-88334127-valderenstraat-77/
Stadhouderslaan 38,woonhuis,3116 HR,Schiedam,650000,193 ,218 ,6,/en/koop/schiedam/huis-42970322-stadhouderslaan-38/
Ludenhorst 42,woonhuis,3085 VS,Rotterdam,439500,133 ,123 ,5,/en/koop/rotterdam/huis-88334947-ludenhorst-42/
Het Klooster 3,woonhuis,3252 BN,Goedereede,300000,69 ,61 ,3,/en/koop/goedereede/huis-88335104-het-klooster-3/
Dorpsstraat 218 - 220,woonhuis,1531 HS,Wormer,695000,132 ,855 ,4,/en/koop/wormer/huis-42970049-dorpsstraat-218-220/
Meint Veningastraat 134,woonhuis,9601 KJ,Hoogezand,238000,166 ,342 ,7,/en/koop/hoogezand/huis-42970047-meint-veningastraat-134/
Abtsweg 96,woonhuis,3042 GH,Rotterdam,499000,108 ,121 ,5,/en/koop/rotterdam/huis-88334716-abtsweg-96/
Hugo de Grootstraat 19,woonhuis,6445 CG,Brunssum,215000,95 ,190 ,5,/en/koop/brunssum/huis-42971542-hugo-de-grootstraat-19/
Marijkeweg 1,woonhuis,8171 CK,Vaassen,895000,248 ,1252 ,6,/en/koop/vaassen/huis-42970223-marijkeweg-1/
Veenderijgouw 2,woonhuis,1151 GC,Broek in Waterland,1250000,234 ,465 ,7,/en/koop/broek-in-waterland/huis-42970217-veenderijgouw-2/
Woud 16,woonhuis,5258 VK,Berlicum,1445000,364 ,14200 ,12,/en/koop/berlicum/huis-42970247-woud-16/
Stuwmeer 115,woonhuis,3994 HR,Houten,475000,117 ,138 ,5,/en/koop/houten/huis-88335226-stuwmeer-115/
Burgemeester de Grauwstraat 14,woonhuis,5111 VB,Baarle-Nassau,465000,107 ,307 ,4,/en/koop/baarle-nassau/huis-88335223-burgemeester-de-grauwstraat-14/
Wapendrager 29,woonhuis,5345 EZ,Oss,345000,109 ,132 ,5,/en/koop/oss/huis-42970387-wapendrager-29/
Dorpsstraat 98,woonhuis,4424 EA,Wemeldinge,320000,127 ,245 ,6,/en/koop/wemeldinge/huis-42970334-dorpsstraat-98/
De Voorde 10,woonhuis,5504 TH,Veldhoven,460000,117 ,238 ,5,/en/koop/veldhoven/huis-42971472-de-voorde-10/
Jens Munkstraat 33,woonhuis,1363 LE,Almere,675000,116 ,351 ,6,/en/koop/almere/huis-88334998-jens-munkstraat-33/
Lindenstraat 15,woonhuis,6013 RZ,Hunsel,484000,166 ,482 ,6,/en/koop/hunsel/huis-42971695-lindenstraat-15/
JH van Aismawei 25,woonhuis,9045 PE,Bitgummole,499000,208 ,572 ,6,/en/koop/bitgummole/huis-42971446-jh-van-aismawei-25/
Heikantsebaan 2,woonhuis,5094 BG,Lage Mierde,725000,225 ,2962 ,7,/en/koop/lage-mierde/huis-88335255-heikantsebaan-2/
Beukenstraat 3,woonhuis,5366 CP,Megen,400000,107 ,252 ,5,/en/koop/megen/huis-42971448-beukenstraat-3/
Johannes Vermeerstraat 236,woonhuis,1318 JL,Almere,1130000,231 ,516 ,8,/en/koop/almere/huis-42970315-johannes-vermeerstraat-236/
De Hagen 48,woonhuis,2201 TN,Noordwijk (ZH),1350000,241 ,732 ,7,/en/koop/noordwijk-zh/huis-42970285-de-hagen-48/
Jan Vermeerstraat 5 ab,woonhuis,3117 WP,Schiedam,300000,93 ,82 ,4,/en/koop/schiedam/huis-42970107-jan-vermeerstraat-5-ab/
Waterhyacint 12,woonhuis,6986 DE,Angerlo,799000,177 ,507 ,6,/en/koop/angerlo/huis-42970104-waterhyacint-12/
Kon Wilhelminaweg 61,woonhuis,3958 CK,Amerongen,1275000,348 ,1474 ,14,/en/koop/amerongen/huis-42970070-kon-wilhelminaweg-61/
Bachstraat 10,woonhuis,1921 EX,Akersloot,450000,121 ,293 ,5,/en/koop/akersloot/huis-42970856-bachstraat-10/
Zoutkeetlaan 5 a,woonhuis,2343 BD,Oegstgeest,1695000,332 ,364 ,9,/en/koop/oegstgeest/huis-42970824-zoutkeetlaan-5-a/
Braambes 1,woonhuis,5708 DB,Helmond,569000,152 ,525 ,5,/en/koop/helmond/huis-42970665-braambes-1/
Overwaard 37,woonhuis,4205 PA,Gorinchem,409000,108 ,340 ,6,/en/koop/gorinchem/huis-42970453-overwaard-37/
Snaphaan 21,woonhuis,5126 WP,Gilze,649000,176 ,491 ,5,/en/koop/gilze/huis-42970113-snaphaan-21/
Willemsstraat 17,woonhuis,6662 DH,Elst (GE),825000,241 ,790 ,6,/en/koop/elst-ge/huis-42970846-willemsstraat-17/
Stadsweg 5,woonhuis,4931 HV,Geertruidenberg,359000,147 ,328 ,2,/en/koop/geertruidenberg/huis-42970865-stadsweg-5/
Hoogheuvelstraat 112,woonhuis,5349 BA,Oss,695000,277 ,871 ,5,/en/koop/oss/huis-88335175-hoogheuvelstraat-112/
Den Ilp 47,woonhuis,1127 PD,Den Ilp,950000,231 ,580 ,6,/en/koop/den-ilp/huis-42970733-den-ilp-47/
Hoekwoning (Bouwnr. 29),woonhuis,1187 EJ,Amstelveen,770000,132 ,,5,/en/koop/amstelveen/huis-42970069-hoekwoning-bouwnr-29/
Rijwoning (Bouwnr. 45),woonhuis,1187 EJ,Amstelveen,700000,132 ,,1,/en/koop/amstelveen/huis-42970063-rijwoning-bouwnr-45/
Emmastraat 47,woonhuis,2802 LA,Gouda,429000,138 ,217 ,5,/en/koop/gouda/huis-42970383-emmastraat-47/
Karel V-laan 20,woonhuis,5915 ZA,Venlo,289000,99 ,216 ,5,/en/koop/venlo/huis-42970753-karel-v-laan-20/
Doejenburg 7,woonhuis,4024 HE,Eck en Wiel,895000,148 ,2000 ,6,/en/koop/eck-en-wiel/huis-42970277-doejenburg-7/
Overboslaan 18,woonhuis,3722 BL,Bilthoven,849000,114 ,258 ,6,/en/koop/bilthoven/huis-42970822-overboslaan-18/
De Dennen 5,woonhuis,7491 HH,Delden,650000,247 ,1964 ,5,/en/koop/delden/huis-42979276-de-dennen-5/
Duinweg 1,woonhuis,1861 GL,Bergen (NH),2500000,400 ,1645 ,9,/en/koop/bergen-nh/huis-42971629-duinweg-1/
Meteorenweg 186,woonhuis,1033 HJ,Amsterdam,450000,63 ,133 ,4,/en/koop/amsterdam/huis-42971788-meteorenweg-186/
Klarenbeekseweg 130,woonhuis,7381 BG,Klarenbeek (Gem. Apeldoorn),439000,168 ,400 ,5,/en/koop/klarenbeek-gem-apeldoorn/huis-42971847-klarenbeekseweg-130/
Ambachtsveld 25,woonhuis,4388 AV,Oost-Souburg,475000,132 ,289 ,4,/en/koop/oost-souburg/huis-42971895-ambachtsveld-25/
Julianalaan 14,woonhuis,4905 BD,Oosterhout (NB),495000,129 ,520 ,6,/en/koop/oosterhout-nb/huis-42971760-julianalaan-14/
Flavius 42,woonhuis,3962 MA,Wijk bij Duurstede,895000,206 ,268 ,7,/en/koop/wijk-bij-duurstede/huis-42971947-flavius-42/
Blommersdijkselaan 27 a,woonhuis,3036 NB,Rotterdam,390000,136 ,124 ,6,/en/koop/rotterdam/huis-88335310-blommersdijkselaan-27-a/
Weegbreestraat 10,woonhuis,2153 EC,Nieuw-Vennep,620000,159 ,313 ,5,/en/koop/nieuw-vennep/huis-88335726-weegbreestraat-10/
Elbe 21,woonhuis,3144 DR,Maassluis,599000,150 ,129 ,6,/en/koop/maassluis/huis-42971734-elbe-21/
Vondellaan 91,woonhuis,2951 TR,Alblasserdam,320000,99 ,185 ,3,/en/koop/alblasserdam/huis-42971744-vondellaan-91/
Roswinkelerstraat 41,woonhuis,7895 AM,Roswinkel,500000,97 ,21769 ,4,/en/koop/roswinkel/huis-42971759-roswinkelerstraat-41/
Delfgauwseweg 60,woonhuis,2628 EV,Delft,1150000,194 ,1875 ,4,/en/koop/delft/huis-88335608-delfgauwseweg-60/
Castellum 74,woonhuis,2211 ZN,Noordwijkerhout,529000,147 ,122 ,5,/en/koop/noordwijkerhout/huis-42971007-castellum-74/
Houtwal 14,woonhuis,9243 KC,Bakkeveen,899000,205 ,1965 ,6,/en/koop/bakkeveen/huis-42971388-houtwal-14/
Schiedamseweg 29,woonhuis,3134 BA,Vlaardingen,550000,174 ,180 ,5,/en/koop/vlaardingen/huis-42971860-schiedamseweg-29/
Bergmolen 35,woonhuis,1135 LD,Edam,450000,127 ,188 ,5,/en/koop/edam/huis-88335445-bergmolen-35/
Krommedelseweg 23,woonhuis,5472 PL,Loosbroek,675000,184 ,1100 ,4,/en/koop/loosbroek/huis-88335911-krommedelseweg-23/
Burgemeester van Hootegemstraat 2 B,woonhuis,4524 EM,Sluis,350000,127 ,108 ,6,/en/koop/sluis/huis-88335491-burgemeester-van-hootegemstraat-2-b/
Amazonestraat 62,woonhuis,8315 AV,Luttelgeest,375000,132 ,500 ,4,/en/koop/luttelgeest/huis-88336026-amazonestraat-62/
Tielsestraat 6 B,woonhuis,4021 HC,Maurik,725000,258 ,621 ,5,/en/koop/maurik/huis-42971183-tielsestraat-6-b/
Singel 72,woonhuis,4554 CP,Westdorpe,425000,155 ,703 ,5,/en/koop/westdorpe/huis-88335607-singel-72/
De Stringen 27,woonhuis,9162 EX,Ballum,361000,136 ,311 ,6,/en/koop/ballum/huis-88336108-de-stringen-27/
Hoofdstraat 107,woonhuis,2171 AS,Sassenheim,325000,99 ,156 ,4,/en/koop/sassenheim/huis-42971082-hoofdstraat-107/
Hobbemastraat 36,woonhuis,3241 AD,Middelharnis,675000,187 ,508 ,6,/en/koop/middelharnis/huis-88335635-hobbemastraat-36/
De Smelen 121,woonhuis,5553 CT,Valkenswaard,1465000,347 ,1850 ,8,/en/koop/valkenswaard/huis-88336186-de-smelen-121/
Groen van Prinsterersingel 24,woonhuis,3752 DC,Bunschoten-Spakenburg,528000,118 ,236 ,5,/en/koop/bunschoten-spakenburg/huis-42971048-groen-van-prinsterersingel-24/
van Aerssenstraat 19,woonhuis,3245 BC,Sommelsdijk,325000,108 ,134 ,4,/en/koop/sommelsdijk/huis-88335696-van-aerssenstraat-19/
Bruntingerweg 29,woonhuis,9418 PN,Wijster,895000,236 ,11209 ,11,/en/koop/wijster/huis-42971358-bruntingerweg-29/
Schinnenbaan 40,woonhuis,3077 JJ,Rotterdam,309500,107 ,92 ,5,/en/koop/rotterdam/huis-88335705-schinnenbaan-40/
Boven Oostdijk 21,woonhuis,3258 AD,Den Bommel,275000,74 ,290 ,3,/en/koop/den-bommel/huis-88336212-boven-oostdijk-21/
Poppestraat 16 a,woonhuis,4711 JP,St. Willebrord,259000,111 ,265 ,6,/en/koop/st-willebrord/huis-88336329-poppestraat-16-a/
D (Bouwnr. 1),woonhuis,7412 MM,Deventer,506352,120 ,,6,/en/koop/deventer/huis-42971150-d-bouwnr-1/
C (Bouwnr. 4),woonhuis,7412 MM,Deventer,523186,121 ,,5,/en/koop/deventer/huis-42971147-c-bouwnr-4/
Golfresidentie 129 5,woonhuis,8251 NS,Dronten,629000,126 ,864 ,5,/en/koop/dronten/huis-88336266-golfresidentie-129-5/
G¨¦ Flinthof D1,woonhuis,7412 MM,Deventer,506352,120 ,,6,/en/koop/deventer/huis-42971270-ge-flinthof-d1/
Haffmanslaan 11,woonhuis,5673 NH,Nuenen,639000,166 ,524 ,4,/en/koop/nuenen/huis-42972656-haffmanslaan-11/
Krekelberg 23,woonhuis,4708 KR,Roosendaal,539000,148 ,456 ,4,/en/koop/roosendaal/huis-88334667-krekelberg-23/
Hofwoningen II (Bouwnr. 20),woonhuis,2132 BT,Hoofddorp,637500,144 ,97 ,5,/en/koop/hoofddorp/huis-42971314-hofwoningen-ii-bouwnr-20/
Rielerweg 38 en 38a,woonhuis,7416 ZG,Deventer,275000,125 ,213 ,6,/en/koop/deventer/huis-42972418-rielerweg-38-en-38a/
Parklaan 45,woonhuis,4702 XA,Roosendaal,728000,204 ,606 ,5,/en/koop/roosendaal/huis-42971307-parklaan-45/
Escudo 72,woonhuis,8253 EV,Dronten,495000,167 ,290 ,5,/en/koop/dronten/huis-88336384-escudo-72/
Henegouwerweg 109,woonhuis,2741 JZ,Waddinxveen,1050000,160 ,2670 ,5,/en/koop/waddinxveen/huis-42972939-henegouwerweg-109/
Leeuwerik 8,woonhuis,5492 PE,Sint-Oedenrode,620000,168 ,334 ,6,/en/koop/sint-oedenrode/huis-42972441-leeuwerik-8/
De Vendelier 22,woonhuis,8255 CW,Swifterbant,275000,119 ,166 ,7,/en/koop/swifterbant/huis-42972625-de-vendelier-22/
Oude Vlijmenseweg 55,woonhuis,5223 GL,Den Bosch,469000,86 ,313 ,4,/en/koop/den-bosch/huis-42972797-oude-vlijmenseweg-55/
Noordeinde 18,woonhuis,3061 EN,Rotterdam,925000,181 ,200 ,6,/en/koop/rotterdam/huis-42972796-noordeinde-18/
Bredeweg 146,woonhuis,2761 KC,Zevenhuizen (ZH),1350000,194 ,3680 ,6,/en/koop/zevenhuizen-zh/huis-42972759-bredeweg-146/
Nieuwe Parklaan 88,woonhuis,2587 BV,Den Haag,2400000,372 ,806 ,10,/en/koop/den-haag/huis-42972730-nieuwe-parklaan-88/
Oude Groenestraat 6 193,woonhuis,6678 MB,Oosterhout (GE),209000,101 ,400 ,3,/en/koop/oosterhout-ge/huis-88336413-oude-groenestraat-6-193/
Mickershof 1,woonhuis,5421 NN,Gemert,647500,154 ,403 ,6,/en/koop/gemert/huis-42972814-mickershof-1/
Klingelbeekseweg 22,woonhuis,6812 DH,Arnhem,575000,108 ,400 ,4,/en/koop/arnhem/huis-42972847-klingelbeekseweg-22/
Hommerterweg 157,woonhuis,6431 EV,Hoensbroek,259500,115 ,502 ,11,/en/koop/hoensbroek/huis-88336236-hommerterweg-157/
Krimweg 87,woonhuis,7351 AV,Hoenderloo (Gem. Apeldoorn),1095000,339 ,5390 ,5,/en/koop/hoenderloo-gem-apeldoorn/huis-42972063-krimweg-87/
Noorderweg 2,woonhuis,1601 PD,Enkhuizen,525000,137 ,175 ,7,/en/koop/enkhuizen/huis-88336670-noorderweg-2/
Oisterwijkseweg 12,woonhuis,5066 XD,Moergestel,682500,157 ,850 ,4,/en/koop/moergestel/huis-88336735-oisterwijkseweg-12/
Op ten Noortlaan 5,woonhuis,6711 JS,Ede,725000,161 ,492 ,5,/en/koop/ede/huis-42972016-op-ten-noortlaan-5/
Ammonslaantje 28,woonhuis,2241 BR,Wassenaar,665000,119 ,423 ,5,/en/koop/wassenaar/huis-42972092-ammonslaantje-28/
Weverstraat 25,woonhuis,1561 EE,Krommenie,615000,137 ,342 ,5,/en/koop/krommenie/huis-42972950-weverstraat-25/
Dali?nwaerd 59,woonhuis,5221 KE,Den Bosch,438000,160 ,86 ,5,/en/koop/den-bosch/huis-42972824-dalienwaerd-59/
Theo van Doesburgstraat 61,woonhuis,7545 RH,Enschede,540000,155 ,390 ,6,/en/koop/enschede/huis-42972769-theo-van-doesburgstraat-61/
Kasteel Kessenichstraat 11,woonhuis,6043 XZ,Roermond,525000,274 ,675 ,10,/en/koop/roermond/huis-42972606-kasteel-kessenichstraat-11/
Bloemenkamplaan 4,woonhuis,7574 TJ,Oldenzaal,359000,99 ,324 ,5,/en/koop/oldenzaal/huis-42971204-bloemenkamplaan-4/
Zomerlaan 15,woonhuis,2103 AG,Heemstede,1725000,197 ,572 ,8,/en/koop/heemstede/huis-42971990-zomerlaan-15/
Landfort 109,woonhuis,8219 AK,Lelystad,647500,202 ,818 ,6,/en/koop/lelystad/huis-42971751-landfort-109/
Hoekenes 36,woonhuis,1068 MV,Amsterdam,1250000,226 ,593 ,11,/en/koop/amsterdam/huis-42970971-hoekenes-36/
Weaze 51,woonhuis,8495 HG,Aldeboarn,495000,174 ,556 ,7,/en/koop/aldeboarn/huis-42972671-weaze-51/
Lepelstraat 8,woonhuis,5845 BJ,Sint Anthonis,0,234 ,889 ,8,/en/koop/sint-anthonis/huis-88335308-lepelstraat-8/
Lage Klompweg 873 s,woonhuis,1383 PN,Weesp,795000,94 ,,3,/en/koop/weesp/huis-42971131-lage-klompweg-873-s/
Beethovenlaan 42,woonhuis,2102 EW,Heemstede,1200000,184 ,312 ,6,/en/koop/heemstede/huis-42971250-beethovenlaan-42/
Officiersvliet 45,woonhuis,3331 KL,Zwijndrecht,745000,232 ,438 ,8,/en/koop/zwijndrecht/huis-42971939-officiersvliet-45/
Beilervaart 51,woonhuis,9411 VB,Beilen,1995000,437 ,6665 ,9,/en/koop/beilen/huis-42971807-beilervaart-51/
Bennekomseweg 2,woonhuis,6866 DD,Heelsum,1265000,275 ,1556 ,9,/en/koop/heelsum/huis-42971714-bennekomseweg-2/
Emmastraat 82,woonhuis,6591 DX,Gennep,649000,207 ,705 ,6,/en/koop/gennep/huis-42972983-emmastraat-82/
Kanaalweg 48,woonhuis,2584 CL,Den Haag,360000,44 ,44 ,2,/en/koop/den-haag/huis-42971261-kanaalweg-48/
Putveld 10,woonhuis,6274 NR,Reijmerstok,485000,193 ,385 ,8,/en/koop/reijmerstok/huis-42971756-putveld-10/
Rozenburglaan 102,woonhuis,3062 EJ,Rotterdam,1580000,247 ,213 ,10,/en/koop/rotterdam/huis-42970702-rozenburglaan-102/
Kaalheidersteenweg 38,woonhuis,6467 AB,Kerkrade,449000,208 ,690 ,6,/en/koop/kerkrade/huis-42972924-kaalheidersteenweg-38/
Grote Kerkstraat 35,woonhuis,4941 DM,Raamsdonksveer,279000,160 ,132 ,7,/en/koop/raamsdonksveer/huis-42972791-grote-kerkstraat-35/
Melkweg 7,woonhuis,1271 TD,Huizen,690000,254 ,476 ,5,/en/koop/huizen/huis-42972530-melkweg-7/
Polluxstraat 20,woonhuis,6043 TC,Roermond,229000,96 ,187 ,5,/en/koop/roermond/huis-42971239-polluxstraat-20/
Woning Singel Domburg (Bouwnr. 21),woonhuis,4357 BV,Domburg,775000,122 ,283 ,4,/en/koop/domburg/huis-42972121-woning-singel-domburg-bouwnr-21/
Bergstraat 21,woonhuis,5931 CC,Tegelen,289000,109 ,178 ,5,/en/koop/tegelen/huis-42972133-bergstraat-21/
Woning Residentie De Neyverheid Domburg (Bouwnr. 12),woonhuis,4357 BX,Domburg,559000,99 ,137 ,4,/en/koop/domburg/huis-42972140-woning-residentie-de-neyverheid-domburg-bouwnr-12/
Lage Giessen 42,woonhuis,4223 SJ,Hoornaar,1100000,183 ,4380 ,7,/en/koop/hoornaar/huis-88336912-lage-giessen-42/
"Enterweg 12 12a,12b",woonhuis,7642 NC,Wierden,1050000,218 ,10733 ,5,/en/koop/wierden/huis-42969997-enterweg-12-12a12b/
Broekstraat 56,woonhuis,5993 BC,Maasbree,945000,329 ,765 ,9,/en/koop/maasbree/huis-88336812-broekstraat-56/
Naaldwijkseweg 110,woonhuis,2691 RK,'s-Gravenzande,375000,94 ,95 ,4,/en/koop/s-gravenzande/huis-42973484-naaldwijkseweg-110/
Harderwijkerweg 368,woonhuis,8077 RK,Hulshorst,549000,171 ,565 ,6,/en/koop/hulshorst/huis-42973553-harderwijkerweg-368/
Beekweg 75,woonhuis,8077 SH,Hulshorst,1250000,117 ,24950 ,4,/en/koop/hulshorst/huis-42858094-beekweg-75/
Robijndijk 181,woonhuis,4706 MG,Roosendaal,750000,218 ,842 ,7,/en/koop/roosendaal/huis-88337001-robijndijk-181/
Wildeplaats 31,woonhuis,9663 TR,Nieuwe Pekela,439500,155 ,2365 ,5,/en/koop/nieuwe-pekela/huis-88337240-wildeplaats-31/
Spanjaardslaan 135,woonhuis,8917 AR,Leeuwarden,545000,211 ,220 ,8,/en/koop/leeuwarden/huis-42972361-spanjaardslaan-135/
Westmadeweg 96,woonhuis,2553 EM,Den Haag,618675,167 ,185 ,6,/en/koop/den-haag/huis-42973421-westmadeweg-96/
De Meibloem 20,woonhuis,2291 GT,Wateringen,425000,126 ,167 ,5,/en/koop/wateringen/huis-42973516-de-meibloem-20/
Krommeweg 3,woonhuis,4695 SC,Sint-Maartensdijk,0,115 ,12835 ,3,/en/koop/sint-maartensdijk/huis-88336850-krommeweg-3/
Thornstraat 16,woonhuis,4841 XV,Prinsenbeek,545000,172 ,256 ,6,/en/koop/prinsenbeek/huis-88337286-thornstraat-16/
